activityinstanceid,activitycustomerkey,automationname,activityinstancestarttime_utc,activityinstanceendtime_utc,activityname,activityinstancestatus,activityinstancestatusdetails,duration
CEAEB616-1D8F-4AA4-9301-DFAC436F9EFE,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 8:42:49 PM,3/26/2023 8:43:34 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
AD73DB89-2E75-4B53-ABC8-85DA37AFA7B3,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 4:42:40 AM,3/25/2023 4:43:29 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
9A428C9A-B145-45EF-A7C1-54FD5F2D17ED,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/27/2023 4:42:32 AM,3/27/2023 4:43:19 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
9E8EF609-B5F9-4E1F-A1E1-8091586CFAEA,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 5:42:34 PM,3/25/2023 5:43:26 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
0ED6A755-94EE-44A1-A391-6C5E72988887,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 5:42:35 PM,3/26/2023 5:43:10 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
32F71B95-3B47-417B-9E27-DD5AC1F11444,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 8:42:45 PM,3/23/2023 8:43:32 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
D4979404-28D4-4A33-83C9-B4F3D2E47D54,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 7:42:27 AM,3/23/2023 7:42:48 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,0
C25990CC-0211-4587-B4C7-814D39ED1DD8,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 10:42:35 AM,3/18/2023 10:43:27 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
2167BE91-0E5F-4627-9DFB-FED0D91D5948,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 10:42:31 AM,3/22/2023 10:43:21 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
8DEB4C93-8627-463B-B6FF-FB1F4F63E2AD,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 11:43:18 PM,3/20/2023 11:43:58 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,0
37BC9368-417D-4FCB-AC5F-638339BF1AD7,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 4:43:00 AM,3/20/2023 4:43:33 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,0
CDDB41B6-19EB-4136-B18F-FE1124B7B730,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 3:42:41 PM,3/20/2023 3:43:31 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
E50A7B9E-DE3F-406C-A6E4-2E447E1CA26A,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 11:42:25 AM,3/19/2023 11:42:48 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,0
AF631DD6-FC17-4B32-AD53-231EBA4CBC7F,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 6:42:47 PM,3/19/2023 6:43:40 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
AF40BAFF-6831-46B7-B1C3-41608E9C5305,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 2:42:30 PM,3/24/2023 2:43:23 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
DDBB7248-7570-4C8A-ADEF-A25154C322C7,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 1:43:32 AM,3/19/2023 1:44:57 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
FD0A7269-F26E-4254-929D-260102894444,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 11:42:25 AM,3/20/2023 11:42:38 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,0
6467D541-6A26-4B16-97A1-84D59D58C052,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/27/2023 3:42:56 AM,3/27/2023 3:43:47 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
483479B1-8999-4ACD-913E-016713BAEC28,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 11:42:25 AM,3/26/2023 11:42:47 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,0
2C08CED5-FA07-4ACE-9003-188D08CA0DAC,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 3:42:34 PM,3/25/2023 3:43:30 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
E4DA1977-C1B4-4C3E-922F-67E26888923A,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 3:43:17 AM,3/24/2023 3:44:28 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
B0C5E6F5-CF56-4F87-925D-906B4C185F95,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 11:42:29 AM,3/24/2023 11:42:42 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,0
81ACF384-7353-459A-BEC7-7C647E556F50,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 2:43:23 AM,3/22/2023 2:44:12 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
C58E6A16-9ACE-4A4B-8389-7B4A8D8ACA84,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 4:42:38 AM,3/24/2023 4:43:20 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
5FD916BB-6143-450D-96F7-3215053D8838,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 12:42:47 PM,3/24/2023 12:43:34 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
1A91649B-034F-4000-A4F9-B7DC3175EA01,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 8:42:41 PM,3/18/2023 8:43:15 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
5C65930F-BAA8-47D7-9893-326CD563F17F,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/27/2023 9:42:34 AM,3/27/2023 9:43:15 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
1F432058-A13A-42FF-B861-C6CBB2EFB243,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 8:42:39 PM,3/19/2023 8:43:36 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
CBB0E88E-5E1D-4A04-9B8D-651BAA43C849,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 11:42:42 PM,3/24/2023 11:43:24 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
A023529E-A9AD-4915-83A5-81CD6C8B00C0,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 5:42:30 PM,3/24/2023 5:43:10 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
99F413C5-AB94-4663-89F0-808AA5C84061,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 4:42:32 PM,3/20/2023 4:43:17 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
03471CD9-86BE-4B31-AEB5-C11186DB5886,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 1:42:28 PM,3/20/2023 1:42:50 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,0
7C459161-C321-46DF-8491-77A3DAC54D88,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 12:43:35 AM,3/21/2023 12:44:37 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
643E5C62-8DA0-436C-97AE-CF4D17FD1F15,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 8:42:49 PM,3/20/2023 8:43:19 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
3064474A-CF3C-433D-AEDE-DAF2910CA048,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 11:42:33 PM,3/18/2023 11:43:25 PM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
6150D1E1-9453-4F41-BFC4-1436CF644A30,600ef885-85a2-4f5f-87f9-341c3c1ff201,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 4:42:43 AM,3/18/2023 4:43:30 AM,Extract-Upload C518003733._SFMCPushUndeliveredEngagementEvent into S3,Complete,,1
3E1AE5A5-6A47-49B6-80B1-E7624BE24014,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 2:43:09 AM,3/24/2023 2:44:19 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
22251C45-CE85-4820-8682-6826D2D389A8,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 7:43:24 PM,3/22/2023 7:43:34 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,0
7C221806-5572-4488-91DA-DC7D91083BC7,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 12:42:43 PM,3/26/2023 12:43:27 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
EB7EB074-1181-4BDF-B2F2-03BA32556CD1,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 1:42:43 PM,3/18/2023 1:43:22 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
A4AEEE3C-0C5C-4FC7-8784-5B97D0BF77CB,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 11:42:30 PM,3/25/2023 11:43:14 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
7BFBC49E-A313-4B2B-9308-6D3F60861EBF,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 6:42:27 AM,3/19/2023 6:42:47 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,0
54C0C13C-1CE7-4649-9DC7-06FB6BFBE46C,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 4:42:32 PM,3/19/2023 4:43:30 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
F679701E-7632-4F92-B17F-6B8AC0F1A028,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 4:43:15 PM,3/23/2023 4:43:45 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,0
30DEAE3D-BFC6-489D-A0B7-5204046C4466,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 7:42:27 AM,3/22/2023 7:43:01 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
361EA162-F2FB-47F6-BB33-1CE80015AFB0,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 6:42:32 AM,3/21/2023 6:43:35 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
4069971A-3FC3-4111-A14B-8C8D0FCE8BE7,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 10:42:45 PM,3/20/2023 10:44:03 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,2
9BB0D89D-277B-4B4E-961A-FD02648D3C66,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 8:42:40 PM,3/21/2023 8:43:40 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
85D20E58-A310-4E91-A4EB-BE431EDE1C99,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 6:42:29 AM,3/26/2023 6:42:50 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,0
4601E4C5-BCC9-4694-8009-9F2A8957DBF0,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 5:42:32 PM,3/19/2023 5:43:39 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
27B8BA07-F253-4B0C-88F5-0FF26903FCF9,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 4:43:23 PM,3/24/2023 4:43:49 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,0
34BFC935-C886-4FE9-95F9-15C4B389AEF9,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 7:42:26 AM,3/26/2023 7:42:47 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,0
73A35CA9-F326-47EC-91F3-71EDBD6BAD8E,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 1:42:53 PM,3/22/2023 1:43:28 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
F3858826-E529-450D-8BA5-D2FB06A2411B,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 2:42:27 PM,3/22/2023 2:42:48 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,0
7DAD6688-FA06-46E0-BC18-FC0F5D581200,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 6:42:29 PM,3/26/2023 6:43:36 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
11232F53-D0B9-4554-B105-B166526E7A25,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 7:42:32 PM,3/23/2023 7:43:33 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
32C5940B-373E-4A69-99B7-99C081651639,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 7:42:50 PM,3/24/2023 7:43:42 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
ED187D1F-4342-48A3-B1F3-A4D00A6F9968,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/27/2023 12:43:09 AM,3/27/2023 12:44:03 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
89CA8F18-50BC-4382-A9D0-8E62C8DEF164,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 12:42:36 PM,3/18/2023 12:43:32 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
B8361290-077E-485C-9D5D-9AB465877EC4,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 11:42:28 AM,3/25/2023 11:43:00 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
41718E3B-832A-46FD-950A-4EF77DC1C02C,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 3:42:36 PM,3/26/2023 3:43:48 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
1E35D68D-AFA8-4CF0-9D8B-18AEA3126387,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 2:42:22 PM,3/23/2023 2:42:44 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,0
B2D24DBD-B012-452C-A74B-9410A784CDD6,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 10:42:30 AM,3/23/2023 10:43:25 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
37EFB84E-8225-4D6A-AEEA-B73B12DE3945,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 9:42:42 AM,3/21/2023 9:44:00 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,2
2233DCE2-72F0-4E2A-9CCD-F9BFB27B7754,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 11:42:22 AM,3/18/2023 11:42:54 AM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,0
DC11A7C0-68E7-4CE2-A355-CBBFE3352BAE,5b751d48-16b3-4bc6-ad7f-bb2aad81f9f9,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 10:42:49 PM,3/26/2023 10:43:37 PM,Extract-Upload C7281704._SFMCPushEngagementEvent into S3,Complete,,1
28845DD4-FA81-4DC8-B1DB-ECD0EED4D1DE,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 9:42:38 AM,3/26/2023 9:43:39 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
D8749BE5-B531-4988-A05E-FC783EDC8EF3,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 11:42:39 PM,3/22/2023 11:43:26 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
05394941-4967-4FE1-9D72-FECAAC251B0B,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 6:42:37 PM,3/21/2023 6:43:49 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
079B81CD-8D64-4C54-8813-19352C1754DD,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 6:42:29 AM,3/20/2023 6:42:41 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,0
171800F3-1B70-49BF-B65B-385D63AED389,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 1:42:33 PM,3/25/2023 1:43:20 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
DCAA8043-62C3-45FA-81F2-B6E075DAE712,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 2:43:17 AM,3/25/2023 2:44:30 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
813E2B59-0E3D-43D5-89EE-4FBFF4EF0FF3,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 10:42:36 AM,3/21/2023 10:43:10 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
29C84970-8FAE-4183-9D3E-7050080C3196,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 11:42:25 AM,3/23/2023 11:42:46 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,0
A64B6F51-B5C6-49A1-9EE1-6D5230A723EA,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 9:42:29 AM,3/18/2023 9:42:51 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,0
C10C10AC-5D6F-4EBD-BB1F-67C9B380AA52,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 6:42:41 AM,3/23/2023 6:43:24 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
0644C1D8-A0CD-4D2B-92C0-698FEB8A979B,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 6:42:32 PM,3/22/2023 6:43:21 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
239755C1-453B-4AD2-AE27-6E1C27752E39,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 12:42:51 AM,3/22/2023 12:43:32 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
2E9FF141-5BBB-4108-A954-DD4CBE457115,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 4:42:33 PM,3/18/2023 4:43:25 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
1A3D8AC1-5CF7-47AA-A1A8-EC40DADDF109,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 8:42:30 AM,3/19/2023 8:43:21 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
4AB5077A-DD4A-4B4C-BF0C-9D5DE9863EA7,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 12:42:38 AM,3/20/2023 12:43:32 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
5E324889-49F4-4C72-B6FC-7E38E45769E7,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 1:43:44 AM,3/22/2023 1:44:48 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
149F643F-2AFC-4316-9CCC-6650310F6A51,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 1:43:56 PM,3/26/2023 1:44:20 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
E4BAE4A1-A15B-4FB4-BCBF-F3B2E8266AD9,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 6:42:23 PM,3/25/2023 6:42:42 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,0
54976ED9-A025-4D21-A055-A443BCC3C18C,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 4:42:49 PM,3/26/2023 4:43:23 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
0616400A-BC5A-4F35-A9F9-3335390235B6,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 5:42:23 PM,3/18/2023 5:42:37 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,0
AA5AEDBE-F2F5-4331-9037-9147C71E85F2,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 7:42:23 AM,3/20/2023 7:42:46 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,0
C5247B5E-4148-4C41-BB60-4793782BC8B4,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 8:42:38 PM,3/25/2023 8:43:25 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
E209DB73-0B84-43F2-9599-8012561AE893,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 3:42:45 PM,3/19/2023 3:43:11 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
50F2DE84-3C06-4FDC-B744-05EB092753E0,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 9:42:28 AM,3/25/2023 9:42:39 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,0
A0161430-316D-4747-94BE-5D6AFAF23F6C,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 12:42:55 AM,3/23/2023 12:43:42 AM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
2B9EEBD4-5889-4880-B9B5-AE7E1F6380E9,db98d03f-4b6e-46e1-90d6-98e7d4ea38c2,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 2:42:36 PM,3/20/2023 2:43:18 PM,Extract-Upload C518004263._SFMCSMSEngagementEvent into S3,Complete,,1
